source,title,description,publish_datetime,sentiment,symbol
economictimes,"These 5 penny stocks have zero debt, returning up to 200% in one year. Do you own any?","Five debt-free penny stocks have delivered exceptional returns, soaring up to 200% in the past year, attracting significant investor interest. Kashyap Tele-Medicines, Oxford Industries, DJS Stock and Shares, Rajasthan Petro, and Svam Software are among these top performers, showcasing strong gains despite market conditions.",2025-09-30 04:04:54,positive,General
economictimes,"Sensex jumps over 100 pts, Nifty above 24,650; metal, pharma stocks rally","Indian benchmark indices opened higher on Tuesday, September 30. Metal, pharma, and IT stocks led the gains. Realty stocks faced selling pressure. Investors now await the RBI MPC meeting outcome scheduled for tomorrow. The market remained bearish due to US tariffs and FII selling. Nifty approached a critical support zone, with caution advised for traders.",2025-09-30 03:59:42,negative,HESTERBIO
economictimes,"IndiGo, Max Healthcare shares in focus as stocks debut as Nifty 50 constituents today","InterGlobe Aviation (IndiGo) and Max Healthcare will join the Nifty 50 on September 30, replacing IndusInd Bank and Hero MotoCorp, as part of NSE’s semi-annual index reshuffle.",2025-09-30 03:57:08,positive,General
economictimes,L&amp;T shares in focus after securing $700 million sustainability-linked trade facility from Standard Chartered,"Shares of Larsen &amp; Toubro (L&amp;T) will be in focus on September 30 after the company secured a $700 million Sustainability-Linked Trade Facility (SLTF) from Standard Chartered. This follows L&amp;T’s issuance of India’s first listed sustainability-linked bond earlier this year, reinforcing its leadership in sustainable finance and commitment to ESG goals, including carbon neutrality by 2040 and water neutrality by 2035.",2025-09-30 03:54:26,positive,General
economictimes,"Man Industries shares sink 16% after Sebi bans firm, top executives for 2 years","Man Industries shares: SEBI barred Man Industries and three top executives, including Chairman Ramesh Mansukhani, from the securities market for two years over alleged fund diversion, likely triggering selling pressure on September 30.",2025-09-30 03:51:45,negative,MANINDS
economictimes,"Nifty gets fresh look with 2 new stocks; Hero MotoCorp, IndusInd Bank drop out",Nifty 50 index undergoes a reshuffle today. IndiGo and Max Health join the index. Hero MotoCorp and IndusInd Bank exit the 50-share index. This change is expected to trigger over one billion dollars in passive fund flows. IndiGo may attract 545 million dollars. Max Healthcare could see 372 million dollars pour in. Outflows are projected for exiting stocks.,2025-09-30 03:49:32,neutral,HEROMOTOCO
economictimes,"IRFC shares in focus on signing loan agreements worth Rs 16,489 crore","Indian Railway Finance Corporation (IRFC) has inked two loan agreements worth Rs 16,489 crore with Maharashtra and Haryana state utilities to fund thermal power expansion projects. The Rs 10,560 crore deal with MAHAGENCO will support Koradi’s 1,320 MW expansion, while Rs 5,929 crore with HPGCL will aid Yamunanagar’s 800 MW unit, reinforcing IRFC’s role as a diversified infrastructure financier.",2025-09-30 03:43:29,positive,IRFC
economictimes,"​Nifty September 2025 rejig: IndiGo, Max Health in. Check full list of inclusions, exclusions","The Nifty 50 index is set for a major September 2025 rejig, with IndiGo and Max Healthcare joining to attract over $1 billion in passive flows. Hero MotoCorp and IndusInd Bank will exit, while several other prominent stocks will experience significant weightage adjustments, impacting their respective inflows and outflows.",2025-09-30 03:32:08,neutral,General
economictimes,"HPCL, BPCL among 5 stocks showing Bullish Candlestick Pattern",A White Marubozu is a bullish candlestick pattern that forms when the opening price is the lowest of the session and the closing price is the highest.,2025-09-30 03:28:12,neutral,General
economictimes,"Sensex, Nifty down 6% in 1 year, yet SIP investors walk away with 9% profit. Here's the trick","Indian stock markets saw a 6% decline over the past year. Foreign investors avoided Indian equities. Lumpsum investments in largecap funds resulted in losses. However, systematic investment plans yielded profits for investors. SIPs delivered up to 9% returns even from market peaks. Rupee cost averaging helped mitigate market volatility. This approach provided wealth creation opportunities.",2025-09-30 03:26:28,negative,General
economictimes,"Sammaan Capital, Oil India, and 5 other F&amp;O stocks saw a high increase in futures open interest","A rise in futures OI indicates higher activity in unexpired contracts, reflecting growing participation as traders either initiate new positions or scale up existing ones.",2025-09-30 03:19:24,positive,SAMMAANCAP
economictimes,"BEL shares in focus as co secures orders worth Rs 1,092 crore since last disclosure","BEL Order Win News: Bharat Electronics Limited (BEL) has secured significant additional orders totaling Rs 1,092 crore since mid-September, encompassing EW system upgrades, defence network improvements, and various equipment. These new contracts further solidify BEL's leading position in India's defence electronics sector. The company's shares are anticipated to be in focus following this announcement.",2025-09-30 03:18:05,positive,AKZOINDIA
economictimes,"Stocks to buy in 2025 for long term: TVS Motor, Mahanagar Gas among 5 stocks that could give 20-30% return",We have collated a list of recommendations from top brokerage firms from ETNow and other sources:,2025-09-30 03:11:30,neutral,TVSMOTOR
economictimes,Ecoline Exim IPO debuts today. GMP signals flat listing ahead,"Sustainable packaging manufacturer Ecoline Exim, with exports to over 27 countries, is set to list on the NSE SME platform on September 30. Its IPO drew healthy institutional participation, but subdued retail interest and zero GMP point to cautious listing-day sentiment.",2025-09-30 03:08:10,negative,ADANIPORTS
economictimes,Matrix Geo Solutions IPO listing today: GMP suggests cautious debut despite strong subscription,Matrix Geo Solutions IPO closed with healthy investor interest. The company will list on NSE SME on September 30. The issue was subscribed 7.69 times overall. Qualified institutional buyers led demand. The firm specializes in geospatial and drone technology. It shows strong financial growth. Proceeds will fund equipment and working capital. Grey market premium indicates a restrained listing outlook.,2025-09-30 03:04:23,positive,General
economictimes,True Colors IPO listing today. GMP hints at muted listing,"True Colors, a digital textile printing solutions provider, will debut on the BSE SME platform on September 30. Its IPO saw strong investor demand, subscribed over 45 times. Despite this, grey market signals indicate limited listing gains. The company reported significant revenue and profit growth recently. It focuses on digital textile printing solutions.",2025-09-30 03:01:44,positive,General
economictimes,Tata Motors shares slip 1% as Moody’s downgrades outlook after JLR cyber incident,"Tata Motors share price: Moody’s downgraded Tata Motors’ outlook to negative after a cyberattack at JLR halted production. The company's FY26 EBITDA is expected to take a massive hit due to this attack. While JLR has started a phased restart, prolonged disruptions could further affect earnings and cash flows, Moody’s added.",2025-09-30 02:58:47,negative,TATAMOTORS
economictimes,Power Finance Corporation among 7 stocks showing Bullish RSI upswing,"Seven large-cap stocks, including Power Finance Corporation, LIC, PNB, and Bajaj Finserv, showed a bullish RSI upswing on September 29, signaling strengthening momentum.",2025-09-30 02:51:57,positive,PFC
economictimes,Aptus Pharma shares to debut today. Here's what GMP indicates ahead of listing,Aptus Pharma will debut on the BSE SME platform on September 30. Its initial public offering closed with high investor participation. The IPO was subscribed over 22 times across categories. Retail and high net worth individuals showed significant demand. The company distributes pharmaceutical formulations. It reported revenue and profit growth. Proceeds will fund working capital and new office infrastructure.,2025-09-30 02:50:56,positive,General
economictimes,Subros among 6 stocks witness 5-year swing high breakout,"Six NSE stocks, including Subros, Usha Martin, Lumax Industries, and Indian Bank, hit fresh 5-year swing highs on September 29, signalling bullish momentum",2025-09-30 02:44:57,positive,SUBROS
economictimes,HDFC Life Share Price Live Updates: HDFC Life's Recent Trading Insights,,2025-09-30 02:42:59,neutral,General
economictimes,Tech Mahindra Share Price Live Updates: Tech Mahindra's Daily Change and Yearly Returns,,2025-09-30 02:42:57,neutral,General
economictimes,Infosys Share Price Live Updates: Infosys Trading Insights,,2025-09-30 02:42:41,neutral,General
economictimes,Adani Ent Share Price Live Updates: Adani Enterprises  Stock Update,,2025-09-30 02:42:40,neutral,General
economictimes,UltraTech Cem Share Price Live Updates: UltraTech Cement's Performance Snapshot,,2025-09-30 02:42:39,neutral,General
economictimes,ITC Share Price Live Updates: ITC stock sees a drop in price,,2025-09-30 02:42:22,negative,ITC
economictimes,Bharti Airtel Share Price Live Updates: Bharti Airtel's Price Movement Today,,2025-09-30 02:42:07,neutral,General
economictimes,TCS Share Price Live Updates: TCS Current Price Update,,2025-09-30 02:42:04,neutral,General
economictimes,UPL Share Price Live Updates: UPL's Current Trading Status,,2025-09-30 02:42:03,neutral,General
economictimes,ONGC Share Price Live Updates: ONGC Market Update,,2025-09-30 02:41:46,neutral,General
economictimes,SBI Life Share Price Live Updates: SBI Life's Stock Shows Weakness Below EMA,,2025-09-30 02:41:45,negative,General
economictimes,RIL Share Price Live Updates: RIL's Current Trading Price,,2025-09-30 02:41:29,neutral,General
economictimes,Bajaj Finance Share Price Live Updates: Bajaj Finance Trading Insights,,2025-09-30 02:41:27,neutral,General
economictimes,JSW Steel Share Price Live Updates: JSW Steel's Current Price and Performance,,2025-09-30 02:41:27,neutral,General
economictimes,BharatRohan Airborne Innovations IPO GMP suggests a cautious listing outlook,"Agritech startup BharatRohan Airborne Innovations, leveraging drones and hyperspectral imaging, saw robust demand for its ₹45.04 crore IPO with 10.07x subscription, but muted grey market signals point to a moderate listing.",2025-09-30 02:41:26,positive,General
economictimes,Power Grid Share Price Live Updates: Power Grid's Stock Price and Returns Overview,,2025-09-30 02:41:21,neutral,General
economictimes,Kotak Bank Share Price Live Updates: Kotak Bank's Price Movement Today,,2025-09-30 02:41:12,neutral,General
economictimes,Wall Street indexes close higher with quarterly and monthly gains even as US government shutdown looms,"Wall Street indexes closed higher Tuesday, securing quarterly and monthly gains, despite a looming U.S. government shutdown threatening economic data and Federal Reserve policy. President Trump warned of ""irreversible"" actions. Healthcare stocks rallied, notably Pfizer, while airlines declined amid shutdown concerns. Analysts noted a balanced market lacking strong directional conviction, with investors bracing for potential disruptions.",2025-10-01 02:01:19,positive,General
economictimes,Sensex Today | Stock Market LIVE Updates: GIFT Nifty signals a muted start; Asian shares trade lower,,2025-10-01 01:42:18,negative,General
economictimes,"Ajit Mishra sees fresh breakout in L&amp;T, advises accumulation",,2025-10-01 01:31:00,positive,General
economictimes,"Asian shares, US stock futures slip as US government nears shutdown","US stock futures slipped as the government neared a shutdown after a stopgap funding bill failed, raising investor concerns. The looming shutdown threatens to delay crucial economic reports, like nonfarm payrolls, which are vital for the Federal Reserve's interest-rate decisions. This potential information vacuum could lead to market volatility, especially with valuations near prior peaks.",2025-10-01 01:01:01,negative,General
economictimes,Can October deliver gains for equity investors amidst market constraints?,"Indian equity investors may find relief in October, with historical trends showing Nifty gains in seven of the last ten years. However, analysts predict a narrow trading range for the Nifty, likely between 24,300-25,400, due to tariff uncertainties, FII selling, and upcoming large IPOs.",2025-10-01 00:46:34,negative,General
economictimes,GIFT Nifty up 10 points; here's the trading setup for today's session,"Benchmark indices closed flat as market attention turned to the RBI MPC outcome, where a status quo on the repo rate is anticipated. Analysts expect a range-bound market, with Nifty's short-term outlook negative. The rupee hit a record low, while FIIs net sold shares amid global uncertainties.",2025-10-01 00:41:00,negative,HESTERBIO
economictimes,"Stocks in news: RBL Bank, Adani Total Gas, IOB, Airtel, Allied Blenders, Man Industries","Markets traded subdued on expiry day, ending almost unchanged amid mixed cues, with rate-sensitive sectors in focus ahead of the RBI policy. RBL Bank partnered with LIC, while Adani Total Gas's CFO resigned. IOB faced an RBI penalty, ICICI Bank received a GST demand, and Airtel launched a new AI/ML-powered location service.",2025-10-01 00:41:00,negative,RBLBANK
economictimes,Axis Bank reassessing plan to sell stake in Axis Finance,Axis Bank is re-evaluating its plan to sell a stake in Axis Finance. The bank awaits clarity on the Reserve Bank of India's upcoming circular. Potential investors require regulatory guidance before finalising valuations. Axis Bank committed to the RBI not to infuse additional capital. Axis Finance needs significant capital for its future growth plans. This situation impacts the sector.,2025-10-01 00:09:17,negative,AXISBANK
economictimes,"Market Wrap: D-Street falls for 8th straight session on FMCG, IT sell-off; Sensex drops 97 points, Nifty below 24,650","India's heartbeat indices Nifty and the BSE Sensex ended negative on Tuesday recording their eighth successive loss led by selling pressure in consumer, realty and IT stocks though auto, banks and metals capped the declines.",2025-09-30 10:15:35,negative,General
economictimes,Home loan weakness a drag on retail credit,"Industry executives attributed the slowdown to relative reluctance among banks, especially those privately owned, to chase housing loans because of the pressure on margins due to reduction in interest rate, while borrowers are delaying purchases in anticipation of further easing of rates. The slowdown also partly reflects the base effect given last year's numbers had the lingering impact of the HDFC-HDFC Bank merger.",2025-09-30 19:21:25,negative,General
economictimes,RBI to continue to use overnight weighted average call rate as the operating target for monetary policy,"It would, however, track other overnight money market segments in a bid to ensure orderly evolution of money market rates and smoothen transmission, the central bank said in the revised liquidity management framework released on Tuesday. ""The Reserve Bank will endeavour to align the WACR to the policy repo rate by ensuring optimum level of system liquidity using the instruments defined under this framework,"" the central bank said.",2025-09-30 19:01:44,positive,HESTERBIO
economictimes,"Sebi, stock exchanges waive fines, penalties on Unitech","Sebi, NSE, and BSE have waived fines on Unitech for past non-compliances and will shift its shares from the restricted Z category to actively traded B category from October 7.",2025-09-30 16:01:41,neutral,BSE
economictimes,"Pakistan's KSE 100 index rallies 8,000 points in 6 unbeaten sessions. 2 reasons why","Pakistan’s KSE 100 index surged nearly 8,000 points in six sessions, hitting a 52-week high amid improving US ties and a strategic defence pact with Saudi Arabia, boosting investor sentiment and top stock performances.",2025-09-30 15:57:27,positive,General
economictimes,Ahead of Market: 10 things that will decide stock market action on Wednesday,"Nifty and Sensex slipped for the eighth straight session on Tuesday amid weakness in consumer, realty, and IT stocks. Analysts flagged a bearish setup with resistance near 24,800 and immediate support at 24,500, urging cautious positioning ahead of RBI policy.",2025-09-30 15:24:25,negative,HESTERBIO
economictimes,Florintree-backed Seshaasai shares list at 3% premium over IPO price,"Seshaasai Technologies debuted on BSE at ₹436, a 3.07% premium over its IPO price of ₹423. The ₹933 crore issue saw strong demand, subscribed 68x, led by institutional investors. Founders retain 80% stake post listing.",2025-09-30 15:02:11,positive,General
economictimes,"Market Trading Guide: Buy Canara Bank, NALCO and 5 more stocks on Wednesday for up to 13% gains","Nifty and Sensex extended losses for an eighth session, weighed by IT, realty, and consumer stocks. Nifty faces stiff resistance near 24,750 with a bearish structure. Analysts recommend 7 stock picks including TD Power, Canara Bank, and NALCO.",2025-09-30 14:50:45,negative,General
economictimes,"India's external debt rises 1.5%, but reserves have got its back","The external debt to GDP ratio, however, moderated to 18.9% from 19.1% three months ago. The ratio of India's international assets to international liabilities also improved to 79.25% in June 2025 from 77.6% a quarter ago. The rise in the country's outstanding liabilities was largely because of the exchange rate variations, the central bank said.",2025-09-30 14:17:38,positive,General
economictimes,"ET Market Watch: Nifty, Sensex log 8th straight loss as rupee weakens",,2025-09-30 14:06:55,negative,General
economictimes,"US stocks set to trim quarterly gains as shutdown nears, threatens data flow",US stock markets saw declines on Tuesday. A government shutdown possibility created investor anxiety. This shutdown risks delaying economic data. Such delays affect Federal Reserve policy decisions. Job openings increased in August. Consumer confidence dropped in September. Major indexes like the Dow and S&amp;P 500 recorded losses. Some Fed officials offered views on market conditions.,2025-09-30 13:35:51,negative,General
economictimes,Sebi extends timeline to roll out algo trading for retail investors,"India's markets regulator has extended the timeline to roll out algorithmic trading for retail investors, giving stock brokers more time to upgrade their computer networks for ensuring safer participation.",2025-09-30 13:31:15,positive,General
economictimes,Governor to chair RBI's new payments board,"For the first time, the board will have two government nominees: the secretary of the Department of Financial Services (DFS) and the secretary of the ministry of electronics and information technology (MeitY). In addition, Aruna Sundararajan, former MeitY secretary, has been appointed to the board.",2025-09-30 13:14:27,neutral,HESTERBIO
economictimes,"Tariffs bite, yet India Inc maintains its credit score","Notably, credit ratios of companies remain largely stable. In H1 of FY26, Icra upgraded ratings of 214 firms while downgrading another 75, for a credit ratio of 2.9 times, an improvement from the two times in FY25. For Crisil Ratings, the credit ratio eased for the second time in a row to 2.17 times in the first half of FY26 from 2.75 times a year ago, and 2.64 times in the second half of FY25.",2025-09-30 12:56:18,positive,General
economictimes,"Gainers &amp; Losers: Tata Investment, Prime Focus among 8 stocks under spotlight on Tuesday","Nifty and Sensex fell for an eighth consecutive session, dragged by consumer, realty, and IT stocks, while select auto, banking, and metal counters provided partial support. Key stock movements included Tata Investment, Coforge, and Man Industries.",2025-09-30 12:48:51,negative,General
economictimes,India Inc’s proportion of rating upgrades to downgrades rises 2.56x in H1FY26: CareEdge,"India Inc.’s credit profile strengthened in H1 FY26, with upgrades outpacing downgrades and corporate leverage at a decade-low. Infrastructure, BFSI, and manufacturing led gains, while microfinance, auto ancillaries, and chemical sectors faced pressure.",2025-09-30 12:26:26,positive,General
economictimes,Trump's tariffs on foreign films akin to 'watching a train wreck in slow motion': Capitalmind's Deepak Shenoy,"US President Donald Trump’s 100% tariff on foreign films rattled Hollywood-linked stocks, but Capitalmind AMC’s Deepak Shenoy said Bollywood will remain resilient, likely pivoting to online releases. The move underscores escalating protectionist trade actions impacting multiple global industries.",2025-09-30 12:16:19,positive,General
economictimes,Tata Investment and eight other stocks hit fresh 52-week high; rally up to 65% in a month,"Nine stocks in the BSE 1000 index hit 52-week highs, defying a Sensex dip of nearly 97 points. Tata Investment and Netweb Technologies led with gains of up to 65% over the past month. These breakouts signal strong upward momentum, attracting investor attention and suggesting potential further growth.",2025-09-30 11:42:01,positive,TATAINVEST
economictimes,China opens stock option market to foreign investors,"China has opened its stock option market to foreign investors, allowing qualified institutions to trade options for hedging purposes. This move by the Shanghai Stock Exchange is part of Beijing's broader strategy to boost the appeal of yuan assets and attract global investors, complementing recent expansions in bond market access and digital yuan promotion.",2025-09-30 11:27:08,positive,General
economictimes,Recent US rate cut aims to shield jobs amid economic uncertainty,,2025-10-03 04:04:39,positive,General
economictimes,"Tariffs, tech and trouble: Gurmeet Chadha sees bubble in US stocks","Concerns over stretched US tech valuations are mounting as Donald Trump revives tariff-driven trade policies. Gurmeet Chadha warns of a potential “big bubble,” citing digital sovereignty and declining global dependence on American platforms, threatening future growth prospects.",2025-09-30 09:46:54,negative,General
economictimes,11 penny stocks with high mutual fund stakes. Hidden gems or risky bets?,,2025-09-30 09:12:55,neutral,General
economictimes,"PVR Inox, Ranbir Kapoor-backed firm's shares slide 5% as Trump slaps 100% tariff on foreign films","US President Donald Trump's announcement of a 100% tariff on foreign-made films sent shockwaves through the global entertainment industry. Indian firms PVR Inox and Prime Focus saw their shares decline 5% following the protectionist move. This decision, part of Trump's broader trade policy, creates significant uncertainty for studios reliant on international revenue, raising questions about its implementation and legal basis.",2025-09-30 09:06:50,negative,General
economictimes,"Tata Investment shares rally 20% to cross Rs 10,000 mark for first time. What's behind the bull rush?",Tata Investment Corporation shares surged 20% to a new all-time high as the deadline for Tata Sons' mandatory RBI listing arrived. This surge reflects anticipation around the potential listing and a standoff with the central bank. Investor optimism is further boosted by Tata Investment's stake in Tata Capital's upcoming IPO and its own 1:10 stock split.,2025-09-30 08:34:21,positive,TATAINVEST
economictimes,GIFT Nifty derivatives diverge from mainland curbs,"India's National Stock Exchange will offer a daily expiry on GIFT Nifty contracts to foreign investors via a tax-neutral jurisdiction as it seeks to attract more global funds, diverging from domestic markets' tighter equity derivatives rules.",2025-09-30 07:45:09,positive,General
economictimes,"Anand Rathi Share and Stock Brokers extend gains after debut. Should you buy, sell or hold?",Anand Rathi shares rose after listing on the exchange. The company's business model includes multiple revenue streams. Client participation and financial product distribution drive income. Experts note the shift in household savings to financial assets. This trend offers growth opportunities for the company.,2025-09-30 07:28:07,positive,General
economictimes,Seshaasai Technologies shares slump 7% post listing. Should investors buy the dip?,"Seshaasai Technologies shares fell nearly 7% from their listing price post-debut, sliding to Rs 405.80 on the BSE after opening with a modest premium over its IPO.",2025-09-30 06:47:43,negative,General
economictimes,"Hindustan Zinc’s exposure to silver is underpriced, calls for re-rating, says Emkay Global","Hindustan Zinc may gain from silver’s 63% rally this year, with analysts noting its exposure is underpriced, offering potential valuation upside for parent Vedanta.",2025-09-30 06:01:21,positive,General
economictimes,"Tata Motors demerger effective from tomorrow. What is known so far on record date, listing timeline","Tata Motors’ demerger of its passenger and commercial vehicle businesses takes effect from October 1. Shareholders will receive TMLCV shares, with the CV business expected to list in November, aiming to unlock value and provide both units with greater strategic focus amid JLR challenges.",2025-09-30 05:54:25,neutral,TATAMOTORS
economictimes,BOJ board signals possible near-term rate hike,Anupam Nagar,2025-09-30 05:40:58,neutral,General
economictimes,Coforge shares rise 2% as CLSA initiates coverage with 'outperform' rating; 51% upside seen,"Coforge shares rose to Rs 1,584 after CLSA initiated coverage with an ‘outperform’ rating and a Rs 2,346 price target, citing strong growth in financial services and travel segments.",2025-09-30 05:10:33,positive,General
economictimes,Japan’s factory output and retail sales show unexpected slowdown,,2025-09-30 05:05:11,negative,General
economictimes,Japan's Nikkei falls on half-yearly portfolio adjustment,"Japan's Nikkei share average saw a slight decline on Tuesday, attributed to portfolio adjustments and a pause in corporate buybacks at the fiscal half-year end. This market adjustment occurred despite record buybacks this year, as investors remained cautious ahead of the U.S. jobs report and the LDP leadership election. Energy explorers were the worst performers, while the insurance sector gained.",2025-09-30 04:54:44,negative,General
economictimes,October seasonality favours bulls as Nifty advanced in 7 of last 10 years. What’s in store this time?,"Nifty often rises in October, largely due to domestic investor strength. Foreign investors frequently sold shares, but domestic institutions provided consistent market support. October 2025 faces tariff uncertainties and rich valuations. Q2 earnings and festive consumption are key factors influencing market direction. Experts predict Nifty consolidation, with strong support levels identified for investors.",2025-09-30 04:53:30,positive,General
economictimes,Seshaasai Technologies shares debut at 3% premium over IPO price on exchanges,"Seshaasai Technologies debuted on exchanges with a modest premium over its Rs 423 IPO price, despite robust subscription numbers. The Rs 813 crore IPO, heavily oversubscribed by institutional investors, saw shares list slightly below unlisted market expectations. Valued at 30.",2025-09-30 04:44:06,positive,General
economictimes,"Festive tailwinds put auto, FMCG among 9 sectors on smallcase managers’ radar for Navratri 2025","As India steps into Navratri 2025, investment managers on smallcase have spotlighted nine high-conviction sectors expected to benefit from festive tailwinds, policy reforms, and structural growth. The country’s festive economy is surging, with e-commerce sales projected to hit ₹1.2 lakh crore (+27% YoY), UPI transactions crossing 20 billion, and MSME festive credit demand rising 35–40%.",2025-09-30 04:35:17,positive,General
economictimes,Solarworld Energy Solutions shares list at 11% premium over IPO price,"Solarworld Energy Solutions debuted on exchanges with a 10.8% premium, listing at Rs 389 against an issue price of Rs 351. Its Rs 490 crore IPO was heavily oversubscribed 68.49 times, reflecting strong investor confidence. The company, providing solar EPC services, reported robust FY25 financials with significant revenue and profit growth.",2025-09-30 04:30:44,positive,General
economictimes,Anand Rathi Share and Stock Brokers shares list at 4% premium over IPO price,Anand Rathi Share and Stock Brokers debuted on exchanges with a premium. The listing was below unlisted market expectations. Its initial public offering saw subscription over 21 times. Institutional investors drove demand. The company reported financial performance. Investors will now closely monitor its ability to sustain growth and protect margins. Competition from other brokers remains a challenge.,2025-09-30 04:29:18,positive,General
economictimes,Trade tensions and weak demand weigh on Chinese economy,,2025-09-30 04:24:07,negative,General
economictimes,US Pfizer deal powers European health stocks as Trump policy haze clears,"European healthcare stocks jumped on Wednesday, mirroring moves in the United States, propelled by a deal between Pfizer and President Donald Trump to lower prescription drug prices in the Medicaid programme in exchange for tariff relief.",2025-10-01 14:42:21,positive,General
economictimes,Strong uptrend: 5 Nifty stocks that outperformed index in latest quarter may gain up to 28%,"Five Nifty stocks outperformed the index in the latest quarter. Maruti Suzuki, Eternal, Eicher Motors, Hero MotoCorp, and JSW Steel delivered double-digit returns. Maruti Suzuki returned 31 percent. Eicher Motors returned 27.32 percent. Experts forecast further upside for these stocks. Maruti Suzuki may gain 16 percent. Hero MotoCorp could see 15 percent. This trend continues.",2025-09-30 04:16:27,positive,ETERNAL
economictimes,"These 5 penny stocks have zero debt, returning up to 200% in one year. Do you own any?","Five debt-free penny stocks have delivered exceptional returns, soaring up to 200% in the past year, attracting significant investor interest. Kashyap Tele-Medicines, Oxford Industries, DJS Stock and Shares, Rajasthan Petro, and Svam Software are among these top performers, showcasing strong gains despite market conditions.",2025-09-30 04:04:54,positive,General
economictimes,"Sensex jumps over 100 pts, Nifty above 24,650; metal, pharma stocks rally","Indian benchmark indices opened higher on Tuesday, September 30. Metal, pharma, and IT stocks led the gains. Realty stocks faced selling pressure. Investors now await the RBI MPC meeting outcome scheduled for tomorrow. The market remained bearish due to US tariffs and FII selling. Nifty approached a critical support zone, with caution advised for traders.",2025-09-30 03:59:42,negative,HESTERBIO
economictimes,"RBI hikes limit for loan against shares to Rs 1 crore, IPO financing to Rs 25 lakh","RBI raises credit limits: Loan against shares ceiling hiked from Rs 20 lakh to Rs 1 crore, and IPO financing limit increased to Rs 25 lakh. Governor Sanjay Malhotra said these measures, part of five steps to boost credit, follow a 100-bps rate cut in 2025.",2025-10-01 06:03:14,positive,HESTERBIO
economictimes,RBI MPC Outcome: PSU bank stocks slide up to 1.5% after RBI holds rates steady at 5.5%,"PSU bank stocks fell up to 1.4% on Wednesday after RBI kept the repo rate unchanged at 5.5% and maintained a neutral stance. The Nifty PSU Bank index slipped 0.78% to 7,468, with Indian Bank, Canara Bank, and PNB among the top decliners. SBI and Bank of Baroda also dipped, despite RBI raising FY26 GDP growth forecast to 6.8%.",2025-10-01 05:53:07,negative,General
economictimes,"Netweb Technologies shares surge 13% to record high, rally 170% in 6 months! Here’s why","Shares of Netweb Technologies surged to a record Rs 4,108 on the NSE, up 13%, extending a rally of 80% in a month and 170% in six months. The stock’s momentum is driven by India’s digital infrastructure growth, AI adoption, data localisation policies, and major order wins, including Nvidia-powered server contracts and Tyrone GPU-accelerated AI systems.",2025-10-01 05:40:38,positive,NETWEB
economictimes,Anand Rathi Share and Stock Brokers shares rally 13% from IPO price in 2 days as investor demand stays strong,Anand Rathi shares surged up to 12.7% driven by strong retail participation and positive market sentiment. Intraday gains of 4.7% reflect investor optimism and confidence in the company’s growth outlook and fundamentals.,2025-10-01 05:37:48,positive,General
economictimes,Is the share market closed for Maha Navami holiday today?,"On October 1, 2025, Indian stock and commodity markets are open for Maha Navami. Key October trading holidays and Diwali Muhurat session are noted; markets begin October cautiously ahead of RBI MPC meet.",2025-10-01 05:30:38,neutral,General
economictimes,Tata Investment Corp shares surge over 45% in 7 sessions. Should you book profit or accumulate?,"Tata Investment Corporation shares have surged over 45% in seven sessions, hitting a record Rs 10,611 on strong technical momentum and expectations of Tata Sons’ listing and Tata Capital IPO. Experts suggest holding or accumulating on dips amid near-term volatility.",2025-10-01 05:26:08,positive,TATAINVEST
economictimes,Fed’s Collins signals openness to more rate cuts,,2025-10-01 05:14:40,positive,FEDERALBNK
economictimes,BMW Ventures shares list at sharp 21% discount to IPO price,BMW Ventures shares debuted on Wednesday. The stock listed at a steep discount on both exchanges. It opened at Rs 78 on NSE and Rs 80 on BSE against the issue price of Rs 99. The Rs 231.66 crore IPO received moderate investor interest. Institutional buyers showed strong demand. Retail investors' participation was lukewarm. The company trades steel products and manufactures PVC pipes.,2025-10-01 05:01:14,neutral,General
economictimes,Epack Prefab Technologies shares list at 10% discount to IPO price on exchanges,"Epack Prefab Technologies debuted at a discount on Wednesday, listing below its IPO price and grey market expectations. Despite healthy financial growth and a strong order book, analysts deemed its 34.5x earnings valuation expensive, leaving limited room for near-term upside. Investors will monitor its expansion plans and margin sustainability.",2025-10-01 04:43:56,negative,General
economictimes,"Tata Motors demerger takes effect today. From record date to swap ratio, here’s what investors need to know","Tata Motors’ demerger takes effect on October 1, splitting its commercial vehicle and passenger vehicle businesses into two listed entities. Shareholders will receive one share in the new CV company per existing share, with listings expected by mid-November, enabling independent valuation and trading.",2025-10-01 04:37:52,neutral,TATAMOTORS
economictimes,Jain Resource Recycling shares list at 14% premium over IPO price,"Jain Resource Recycling debuted at a 14% premium, opening at Rs 265 against its Rs 232 IPO price. The Rs 1,250 crore IPO saw strong investor demand, subscribed 16.8 times overall. The non-ferrous metal recycler, despite rapid financial growth, faces challenges in sustaining growth and expanding its thin 3% net margin post-listing.",2025-10-01 04:26:25,positive,General
economictimes,Marlboro magic: How Godfrey Phillips shares doubled money in 2025 while ITC sulked in a corner,"Godfrey Phillips is challenging ITC's dominance in the Indian cigarette market, with Marlboro's aggressive rollout capturing younger, aspirational smokers. While ITC stock has fallen, Godfrey Phillips shares have seen a massive surge, driven by superior volume and revenue growth. This shift highlights rising competitive intensity and market share loss for the incumbent.",2025-10-01 04:25:44,positive,General
economictimes,Wall Street braces for US government shutdown,,2025-10-01 04:21:03,negative,General
